subj_length,subj_urgency,subj_is_reply_fwd,body_length,body_has_html,tfidf_00,tfidf_09,tfidf_0d,tfidf_10,tfidf_11,tfidf_12,tfidf_19,tfidf_20,tfidf_2002,tfidf_2015,tfidf_3d,tfidf________________________________________________,tfidf_access,tfidf_account,tfidf_address,tfidf_aol,tfidf_army,tfidf_click,tfidf_cnet,tfidf_com,tfidf_content,tfidf_date,tfidf_dear,tfidf_don,tfidf_edu,tfidf_email,tfidf_exmh,tfidf_file,tfidf_free,tfidf_gif,tfidf_gov,tfidf_group,tfidf_help,tfidf_home,tfidf_hostedemail,tfidf_hotmail,tfidf_html,tfidf_http,tfidf_https,tfidf_id,tfidf_ilug,tfidf_information,tfidf_jose,tfidf_just,tfidf_know,tfidf_like,tfidf_linux,tfidf_list,tfidf_listinfo,tfidf_lists,tfidf_ll,tfidf_mail,tfidf_mailing,tfidf_mailman,tfidf_make,tfidf_message,tfidf_messages,tfidf_mil,tfidf_monkey,tfidf_need,tfidf_net,tfidf_new,tfidf_news,tfidf_online,tfidf_org,tfidf_people,tfidf_razor,tfidf_received,tfidf_rpm,tfidf_said,tfidf_security,tfidf_sent,tfidf_server,tfidf_service,tfidf_software,tfidf_sourceforge,tfidf_spam,tfidf_spamassassin,tfidf_subject,tfidf_text,tfidf_think,tfidf_time,tfidf_type,tfidf_uk,tfidf_update,tfidf_usaa,tfidf_use,tfidf_users,tfidf_using,tfidf_ve,tfidf_version,tfidf_want,tfidf_way,tfidf_web,tfidf_work,tfidf_world,tfidf_wrote,tfidf_www,tfidf_yahoo,tfidf_zdnet,url_count,url_has_ip,url_has_shortener,label
11,0,1,560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09695910639296988,0.0,0.0,0.12942890008232327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16007234687863364,0.0,0.0,0.0,0.1312027279837018,0.0,0.0,0.8370670356733182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14614867928354008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006318539872118,0.09748386905621097,0.0,0.0,0.0,0.12390877143404906,0.10864692533823408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3845438168614522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11961505300306101,0.0,0.0,0.0,0,0,0,0
26,1,0,873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21534669760699837,0.0,0.0,0.4064925869795456,0.0,0.0,0.5883870556920303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40382966374476437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33089641916812973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41184877287179095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
47,1,0,2062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10274044431489704,0.1612568677899885,0.0936265500940269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08882213104347529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09898277561113178,0.0,0.0,0.0,0.0,0.0,0.0,0.3657081679419449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19150621134202883,0.8726154512655907,0.0715046369808294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
49,0,0,588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578865729438416,0.3360923597100034,0.0,0.0,0.0,0.0,0.08445714532407314,0.0,0.0,0.0,0.0,0.0,0.23076040460148844,0.0,0.0,0.16122880375660062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681299176976038,0.12444087679008956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15486863909468013,0.1285768671845454,0.0,0.0,0.5066688740755184,0.15214086207679123,0.0,0.0,0.0,0.0,0.12849797004492938,0.0,0.0,0.0,0.0,0.0,0.16409837941987768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15061769788957696,0.0,0.0,0.16152358985998044,0.0,0.0,0.0,0.0,0.0,0.09608864471373361,0.0,0.0,0,0,0,1
15,0,1,602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21360145346437448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40776546129503266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002784442168015,0.0,0.0,0.0,0.0,0.0,0.0,0.38415713899067666,0.0,0.0,0.0,0.0,0.0,0.0,0.32821472010431446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3320489459199483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34449442911841943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023033223997753,0.0,0.31923001912433896,0.0,0.0,0.0,0,0,0,0
50,0,1,1200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17886642872271033,0.0,0.0,0.0,0.0,0.0,0.0521936165711087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885175127902794,0.0,0.11210774153231329,0.0,0.0,0.0,0.09787626587150884,0.0,0.0,0.21678869564689685,0.07950796583765236,0.0,0.0,0.0,0.08242019192279801,0.3596037363106639,0.19687374506343575,0.06357170095401644,0.0,0.0,0.24059826807745244,0.0,0.070851412793156,0.0,0.0,0.10565819957427125,0.0,0.0,0.0,0.0,0.08113631759100888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08417737731961937,0.0,0.0,0.0,0.0,0.07931308122970278,0.08359025537902495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05938175935004753,0.773645796535505,0.0,0,0,0,0
52,0,0,847,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39427594166081886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15054045329552385,0.0,0.0,0.0,0.24376515007364744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4440126404073096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358229518593849,0.4515153785573403,0.0,0.44601894311099133,0.0,0.0,0.06934491653172889,0.0,0.0,0.3393490209710702,0.0,0.0,0.0,0.0,0.0,0.0,0.08554841034718924,0.0,0.0,0.0,0.0,0.09320642720606317,0.0,0.08997792790160793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
17,0,0,963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6625554139685462,0.2564553415353145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24329541064764856,0.0,0.0,0.35216354472303496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256583133890026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25774252303437667,0.0,0.0,0.0,0.0,0.0,0.1961008029037093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2693076166625117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26228025483439965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
19,0,0,234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6091306656120528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7930698785170303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
23,1,0,1054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3447096230355605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38456778866384456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15322697013596456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19299102931077045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435915434034208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140578831654968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
62,0,1,1026,0,0.0,0.0,0.0,0.1167939826707716,0.0,0.28340106322489567,0.0,0.0,0.16031435223727356,0.0,0.0,0.10700031719240818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06616679844630084,0.0,0.0,0.0,0.0,0.0,0.09039304562133614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062039762542355596,0.12082274538873311,0.0,0.0,0.10079369654884919,0.0,0.0,0.0,0.0,0.0,0.16638695514592197,0.08059100327301896,0.3416514652884505,0.0,0.0,0.10243676518870148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29402797845563866,0.0,0.0,0.13918517324472895,0.0,0.0,0.5137534674018184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28273440300672487,0.27650261980743196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3179066680809587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19777420041696306,0.0,0.0,0.0,0,0,0,0
22,0,0,1831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20895352306423381,0.11455879230480931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15501819915699103,0.0,0.25837532309789435,0.0,0.0,0.0,0.0,0.0,0.16037547313820827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41799785976390075,0.0,0.29865677105225275,0.0,0.11889820450124076,0.0,0.0,0.0,0.43591442939178765,0.0,0.0,0.0,0.14396356107579683,0.19143086168498638,0.0,0.0,0.1703474409458093,0.0,0.0,0.0,0.0,0.0,0.1803585898851533,0.0,0.0,0.0,0.0,0.0,0.0,0.1963881978798897,0.0,0.0,0.0,0.1975855920084648,0.0,0.0,0.0,0.0,0.3050240859603084,0.0,0.0,0.0,0.0,0.14369894190768057,0.0,0.16864200088263095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14132716898162306,0.0,0.0,0.0,0,0,0,0
37,0,0,157,0,0.46843481017020544,0.0,0.0,0.4317506243652758,0.0,0.0,0.0,0.0,0.29631587214672184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3822942183955578,0.0,0.2445978456096519,0.0,0.4127234297370319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22934149174997492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782840385422231,0.0,0.0,0,0,0,0
65,0,1,885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38542638207380675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40002608157786057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821566728979334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754870257743956,0.0,0.0,0.0,0,0,0,0
39,0,1,6804,0,0.0,0.0,0.0,0.11470850422005748,0.14000055485580984,0.06958516036853407,0.0,0.0,0.15745177216862852,0.0,0.0,0.05254485742990442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06498532120614643,0.0,0.0,0.0,0.2130599466404549,0.0,0.0,0.42478503661809175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05933266458756877,0.0,0.0,0.0,0.0,0.3830027793787363,0.17531183425519445,0.15392981932986283,0.0,0.1634159424147704,0.03957598340104916,0.0,0.0,0.0,0.050303824919902325,0.0441079017009638,0.059581626976077315,0.29679936427898945,0.0,0.0,0.0,0.058532186665218686,0.0,0.050510675505232756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30278337318446286,0.0,0.44322830593320883,0.0,0.0,0.0,0.09875127263004173,0.0,0.0,0.05737670129661233,0.0,0.06214194387664666,0.23822636923917193,0.0,0.06119764216119831,0.0652061163542965,0.0,0.0,0.0,0.0,0,0,0,0
74,0,0,698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22237233106767007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28008036068914016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8911582782640979,0.0,0.0,0.0,0.0,0.0,0.0,0.27918177056022203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
40,0,0,1002,0,0.0,0.0,0.0,0.0,0.0,0.21854884721808038,0.0,0.0,0.24725748361900712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20410195162993738,0.0,0.1721962376299146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21919738794490362,0.0,0.0,0.1927192510745409,0.38274291369346364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15536157080689825,0.0,0.0,0.0,0.0,0.6046505261024013,0.0,0.22351270172483118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16458686064240083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3483165309512063,0.0,0.0,0,0,0,0
34,0,1,1638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11107882437725708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09169148091424822,0.0,0.0,0.0,0.15030919035548512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08597238851889645,0.0,0.0,0.0,0.0,0.0,0.0,0.3298098997599814,0.4343766508884428,0.0,0.0,0.11168000586374532,0.0,0.0,0.0,0.0,0.12446868775648798,0.0,0.0,0.0,0.0,0.0,0.4955183210797611,0.0,0.0,0.0,0.0,0.0,0.5246394378218745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619120938149109,0.0,0.0,0.1680635579154312,0.0,0.1726944588123319,0.0,0.1370340544554222,0.0,0.0,0.0,0,0,0,0
27,0,0,1230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349985019877072,0.1354687108617896,0.0,0.0,0.0,0.0,0.13616852950767597,0.0,0.0,0.0,0.0,0.0,0.46506285588107316,0.0,0.0,0.0,0.0,0.0,0.0,0.5206042271148028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10371462549936192,0.1355362152680037,0.0,0.0,0.10751349564536831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10365092773407353,0.0,0.0,0.13614864529902607,0.12264680144902919,0.0,0.0,0.0,0.0,0.10358732561111134,0.0,0.0,0.0,0.0,0.0,0.0,0.13056956835751013,0.0,0.1360117824790418,0.0,0.0,0.0,0.0,0.13733018720203627,0.0,0.0,0.2196113325814295,0.0,0.0,0.1385456344726792,0.0,0.31038122143895547,0.0,0.0,0.0,0.0,0.13021059158250606,0.0,0.0,0.12823192665298633,0.0,0.0,0.07746087914082726,0.0,0.0,0,0,0,1
55,0,1,674,0,0.0,0.0,0.0,0.0,0.0,0.17872457201703704,0.0,0.0,0.10110094036259164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17515639292471907,0.0,0.0,0.0,0.14153528349205308,0.0,0.0,0.0,0.0,0.0,0.07824974177758885,0.0,0.0,0.3466347904391803,0.12712944738257909,0.0,0.12296445007683317,0.0,0.0,0.5749892327422077,0.10493057792120704,0.10164811948474471,0.0,0.3202418332008079,0.0,0.0,0.11328803170566533,0.0,0.0,0.0,0.0,0.0,0.30067157869748873,0.0,0.12973310421579962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17893606746253088,0.0,0.0,0.17331739521959014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536356723684844,0.13365683376434223,0.0,0.1473680067513861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09494860258645685,0.0,0.0,0,0,0,0
86,0,0,330,0,0.0,0.0,0.0,0.0,0.0,0.4077306293054397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35938205944233703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36395100769250494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800497267897846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925471223629501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874253849775958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
42,0,0,197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113262969368633,0.0,0.26317302546608895,0.0,0.4440663547706628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030861022572555,0.0,0.0,0.0,0.0,0.24675807793118723,0.0,0.0,0.0,0.4008986786658486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994174056584112,0.0,0.0,0,0,0,0
27,0,0,1228,0,0.2517083758941236,0.0,0.0,0.0,0.0,0.0,0.3141285061794308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25124769210170095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2410062016702297,0.0,0.2660645105969868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29286550801012984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27461880167084424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962619961393149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30,0,0,1407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666383004406275,0.0,0.0,0.0,0.1185118419984727,0.13358290495863656,0.0,0.0,0.0,0.0,0.065520913267451,0.0,0.0,0.29024796151278004,0.10644939275797834,0.0,0.0,0.12567666322409293,0.0,0.722184229475829,0.08786159722571756,0.08511309391268734,0.0,0.0,0.0,0.0,0.09485955008931479,0.0,0.0,0.0,0.0,0.0,0.0,0.1035087868657531,0.1086295146302336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588696358486211,0.0,0.0,0.0,0.0,0.11191497395054315,0.2492410313350729,0.3701872812385488,0.0,0.0,0.0,0.0,0.0,0.14023389510512402,0.0,0.07950338254936805,0.0,0.0,0,0,0,0
26,1,0,480,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19326222831182163,0.7583396637880606,0.0,0.0,0.0,0.1383430736617037,0.0,0.0,0.0,0.0,0.16708087144584843,0.0,0.0,0.12092252744750322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35241218479652153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27201707408112624,0.0,0.0,0.0,0.1347530983756724,0.0,0.0,0.17700229216243757,0.0,0.0,0.0,0.0,0.0,0.13467041138656588,0.0,0.0,0.0,0.0,0.0,0.0,0.1697491211548962,0.0,0.17682436139569488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
31,1,0,1443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13737316962587612,0.2156148652068808,0.12518707733179843,0.0,0.0,0.09833595881980113,0.0,0.06291689101192614,0.0,0.0,0.0,0.0,0.0,0.3438128809698592,0.0,0.0,0.0,0.0,0.0,0.0,0.12027301585820412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875290705926987,0.0,0.0,0.0,0.0993535718170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5293953209854451,0.0,0.0,0.0,0.1401955878462968,0.0,0.0,0.4889845525125179,0.0,0.0,0.2513778631674006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2560609449426223,0.0,0.0,0.0,0.0,0.11110089463592163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
38,1,0,712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7981851234957259,0.0,0.0,0.0,0.18201504650280662,0.0,0.0,0.0,0.0,0.21982475725753686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17740074530532304,0.23183061683575654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23287815997085087,0.0,0.0,0.0,0.0,0.0,0.17718300267795295,0.0,0.0,0.0,0.0,0.0,0.2262716180655125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24373499802994572,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
